product_id,product_name,price
10,Veal - Ground,337.45
3,Snapple Lemon Tea,221.69
7,Carbonated Water - Strawberry,82.2
4,Sprouts Dikon,338.42
1,"Chocolate - Pistoles, White",946.19
6,Sauce - Marinara,2.67
7,Cheese - Colby,591.95
10,"Soup - Knorr, Country Bean",625.9
5,Steel Wool,101.63
8,Cheese - Grana Padano,143.11
6,Yukon Jack,493.62
9,Pastry - Raisin Muffin - Mini,182.08
7,Gelatine Leaves - Bulk,277.62
5,Carbonated Water - Peach,671.28
9,Cut Wakame - Hanawakaba,741.14
2,Crackers - Trio,90.48
6,Wine - Ice Wine,896.71
1,Dill Weed - Dry,54.81
3,Bread Base - Gold Formel,943.89
1,Lemon Tarts,25.93
7,Wine - Shiraz South Eastern,882.44
5,"Chicken - Leg, Boneless",307.91
6,"Beans - Black Bean, Preserved",378.99
8,Ham Black Forest,440.23
1,Wine - Barossa Valley Estate,931.25
4,Amaretto,661.0
8,Corn - Mini,374.26
4,Pie Box - Cello Window 2.5,426.39
6,Fib N9 - Prague Powder,882.32
7,Soup V8 Roasted Red Pepper,835.99
5,Wine - Acient Coast Caberne,366.94
3,Wild Boar - Tenderloin,811.07
8,Cheese - Provolone,834.24
10,"Potatoes - Yukon Gold, 80 Ct",634.0
2,Squash - Sunburst,882.51
5,"Shrimp - 16/20, Peeled Deviened",427.82
2,Squeeze Bottle,894.01
8,Tuna - Salad Premix,380.84
2,Lettuce - Curly Endive,622.51
1,Coffee - French Vanilla Frothy,432.68
10,Cheese - Brie,732.6
9,Pastry - Apple Large,429.42
7,Pork - Side Ribs,624.13
5,Zucchini - Green,827.32
10,Milk - 2%,372.57
5,"Chilli Paste, Ginger Garlic",425.96
2,Wine - Masi Valpolocell,378.35
1,Tamarillo,461.43
1,Chocolate - Liqueur Cups With Foil,420.08
5,Cheese - Mascarpone,646.95
9,Pineapple - Golden,506.97
4,Lid Tray - 12in Dome,271.7
1,"Flour - Buckwheat, Dark",839.87
3,Cheese - Valancey,188.88
9,Aspic - Light,135.41
5,Dooleys Toffee,409.62
4,Pork Loin Cutlets,260.72
8,Bread Base - Toscano,934.57
6,Onions - Green,534.4
1,Cheese - Goat With Herbs,364.34
9,Dawn Professionl Pot And Pan,771.63
1,"Crab - Claws, Snow 16 - 24",662.53
6,Longos - Grilled Chicken With,812.46
2,"Chilli Paste, Sambal Oelek",475.24
3,Chutney Sauce,968.95
7,"Cherries - Bing, Canned",693.37
4,Banana,108.02
1,Quail - Jumbo,16.15
7,"Cherries - Maraschino,jar",304.3
10,"Pineapple - Canned, Rings",463.96
1,Wine - Winzer Krems Gruner,441.04
7,Island Oasis - Peach Daiquiri,605.72
9,Cookies - Englishbay Wht,884.41
4,Venison - Racks Frenched,855.94
3,"Oranges - Navel, 72",490.89
6,Paper Cocktail Umberlla 80 - 180,97.46
3,Foam Dinner Plate,650.74
6,Lamb - Loin Chops,174.74
9,Oil - Macadamia,21.1
8,Bread - Focaccia Quarter,898.49
7,Whmis - Spray Bottle Trigger,26.15
7,Wine - Chateau Bonnet,642.51
6,Shrimp - Black Tiger 26/30,288.32
8,"Lemonade - Kiwi, 591 Ml",276.5
6,Dried Figs,682.55
7,Grapefruit - Pink,596.76
6,Tamarillo,991.18
4,Coffee - Frthy Coffee Crisp,691.26
4,Flour - Strong,133.28
2,Veal - Loin,685.19
5,Wine - Vovray Sec Domaine Huet,113.55
5,Mix Pina Colada,246.2
3,Cheese - Perron Cheddar,958.74
6,Mushroom Morel Fresh,965.04
3,Milk - 2%,53.33
4,Pickles - Gherkins,549.97
9,Filling - Mince Meat,837.91
9,Strawberries,120.08
2,"Tart Shells - Savory, 3",588.19
4,"Star Anise, Whole",472.21
8,Easy Off Oven Cleaner,48.16
5,Ham - Procutinni,133.39
9,Fond - Chocolate,406.62
2,Arizona - Plum Green Tea,575.7
9,Absolut Citron,659.33
10,Wine - Manischewitz Concord,735.46
10,"Potatoes - Yukon Gold, 80 Ct",454.8
7,Wasabi Paste,818.98
5,Cake - Dulce De Leche,542.17
6,"Lamb - Loin, Trimmed, Boneless",459.9
7,Clam Nectar,706.18
6,Vaccum Bag 10x13,428.37
1,Muffin - Mix - Bran And Maple 15l,290.8
3,"Lentils - Green, Dry",547.1
5,Ham Black Forest,221.15
3,Onions Granulated,312.4
4,Chives - Fresh,272.31
9,Cookie - Oreo 100x2,967.78
7,"Water, Tap",511.58
6,Wine - Fontanafredda Barolo,878.5
1,Kahlua,769.41
3,Salt - Seasoned,42.12
1,Beef - Bresaola,695.16
4,Flour - Teff,120.21
3,Garam Masala Powder,473.3
9,Tea Peppermint,61.43
3,Croissants Thaw And Serve,655.67
8,Steam Pan Full Lid,173.92
6,Ezy Change Mophandle,440.34
7,Cleaner - Lime Away,216.16
5,Kellogs Special K Cereal,41.95
10,"Wine - Red, Cooking",923.0
6,Island Oasis - Strawberry,853.4
9,"Soup - Campbells, Classic Chix",687.56
2,"Chicken - Leg, Fresh",162.62
5,Five Alive Citrus,172.63
1,"Nut - Almond, Blanched, Whole",570.67
8,Shrimp - Black Tiger 16/20,939.92
8,Shrimp - Black Tiger 13/15,68.7
10,Carroway Seed,640.5
1,Mayonnaise,267.98
8,Soup Campbells Turkey Veg.,270.46
7,Cookie Chocolate Chip With,576.31
4,"Wine - White, Antinore Orvieto",85.35
7,Vodka - Smirnoff,226.49
3,Oil - Pumpkinseed,310.66
1,Soup - Campbells Asian Noodle,437.34
9,Pie Filling - Cherry,768.22
5,"Syrup - Monin, Irish Cream",203.66
1,"Napkin - Cocktail,beige 2 - Ply",418.79
7,"Cup - 3.5oz, Foam",635.58
2,Table Cloth 72x144 White,927.91
10,"Lamb - Shoulder, Boneless",629.78
6,Beef - Short Loin,242.9
10,Pepper - Cayenne,506.4
3,Pork - Backs - Boneless,453.41
2,Sauce - Hollandaise,742.1
4,Hersey Shakes,463.85
1,"Chicken - Leg, Fresh",350.74
1,Urban Zen Drinks,40.03
10,Gelatine Leaves - Bulk,19.16
8,Shrimp - 150 - 250,224.63
7,Tobasco Sauce,600.49
10,Bread - Rye,49.31
1,"Mushroom - Shitake, Fresh",886.02
6,Tea - Honey Green Tea,785.52
1,Pork - Bacon Cooked Slcd,847.43
9,Ham - Cooked Bayonne Tinned,14.25
9,Nut - Pumpkin Seeds,853.54
8,Coffee - Egg Nog Capuccino,416.11
10,"Lamb - Pieces, Diced",167.46
5,Chivas Regal - 12 Year Old,268.54
5,"Star Anise, Whole",924.02
8,"Nut - Walnut, Chopped",164.51
4,"Beef - Tongue, Cooked",166.35
2,"Beef - Bones, Cut - Up",471.32
3,Soup Knorr Chili With Beans,13.02
1,Skewers - Bamboo,519.63
2,"Pasta - Orzo, Dry",648.88
9,Wine - Barolo Fontanafredda,49.21
2,Plasticknivesblack,50.52
5,Myers Planters Punch,456.18
5,"Mushroom - Shitake, Fresh",791.52
10,Cheese - Cream Cheese,570.52
6,"Pepper - Black, Ground",517.86
8,"Rum - Coconut, Malibu",94.17
6,"Pork - Chop, Frenched",962.7
3,Lettuce - Belgian Endive,159.81
5,Dried Cranberries,529.21
4,Capers - Pickled,711.73
4,Coffee - Espresso,608.32
8,Cookie Choc,422.42
5,Onions - Cippolini,126.4
5,Asparagus - Mexican,948.61
5,Nantucket Apple Juice,40.29
10,Lobster - Live,914.71
6,Wine - Two Oceans Cabernet,214.22
1,Wine - Piper Heidsieck Brut,292.07
5,Ice Cream - Super Sandwich,961.06
6,Smoked Tongue,246.05
6,Kale - Red,161.51
3,Vodka - Smirnoff,969.36
2,Hersey Shakes,190.65
4,Garbage Bag - Clear,855.86
8,Muffin - Carrot Individual Wrap,685.04
8,Prunes - Pitted,479.34
10,Water - Evian 355 Ml,437.39
9,"Soup - French Onion, Dry",451.49
10,Veal - Striploin,16.85
7,Container - Clear 32 Oz,572.6
4,Wine - Alicanca Vinho Verde,18.69
8,Cream - 18%,843.82
3,Chicken - White Meat With Tender,175.35
10,Wine - Peller Estates Late,316.78
3,Bag - Regular Kraft 20 Lb,498.02
2,Muffin Mix - Chocolate Chip,416.17
10,Muffin Mix - Lemon Cranberry,50.88
4,Pear - Packum,223.93
5,Apples - Spartan,985.88
5,Cheese Cloth,67.45
2,Pie Shell - 5,962.35
2,Wine - Ice Wine,168.88
6,Miso Paste White,276.83
2,Ocean Spray - Kiwi Strawberry,636.71
7,Wine - Cotes Du Rhone Parallele,502.7
6,Longos - Greek Salad,100.48
9,Wine - Magnotta - Pinot Gris Sr,353.45
9,Almonds Ground Blanched,596.15
4,"Soup - Campbells, Spinach Crm",49.12
10,"Fish - Scallops, Cold Smoked",232.73
4,Nutmeg - Ground,961.04
6,Napkin - Beverage 1 Ply,958.37
2,"Beans - Black Bean, Canned",772.26
7,Sansho Powder,873.21
9,Mortadella,755.73
2,Halibut - Steaks,513.6
2,Veal - Kidney,696.75
3,Prunes - Pitted,787.1
9,Honey - Liquid,877.85
10,Canadian Emmenthal,627.65
10,Tuna - Bluefin,128.46
1,Wine - Chateau Bonnet,458.4
5,Bread - Hot Dog Buns,619.63
10,Bag Stand,446.11
7,"Pork - Tenderloin, Frozen",65.89
1,Wine - Fino Tio Pepe Gonzalez,714.56
9,Pants Custom Dry Clean,125.73
9,Compound - Rum,207.7
5,Nantucket Pine Orangebanana,730.81
8,Pastry - Cherry Danish - Mini,174.41
1,Cheese - Sheep Milk,995.24
9,Carbonated Water - Raspberry,470.62
8,"Sauce - White, Mix",729.8
9,Beef - Short Loin,358.26
6,Pepper - Pablano,989.43
9,Sword Pick Asst,295.15
4,Cornflakes,439.3
1,Piping Jelly - All Colours,704.66
7,Steel Wool S.o.s,346.92
7,Silicone Parch. 16.3x24.3,878.44
7,Sage - Fresh,680.92
6,"Star Anise, Whole",53.69
9,Wine - Alsace Riesling Reserve,131.08
3,Wine - Pinot Noir Latour,875.03
10,Duck - Legs,927.75
5,Marjoram - Fresh,993.33
7,"Salmon - Atlantic, Skin On",847.12
7,Energy Drink,565.4
6,Lemon Tarts,378.43
3,"Pasta - Detalini, White, Fresh",633.79
5,Scallops - Live In Shell,122.58
8,Beets - Mini Golden,839.96
6,Pastry - French Mini Assorted,491.46
4,Ginger - Ground,177.27
1,Chips Potato Reg 43g,604.84
8,Tamarillo,14.5
4,"Sugar - Sweet N Low, Individual",924.84
9,Lettuce Romaine Chopped,640.88
4,Rolled Oats,702.16
5,Grapefruit - Pink,883.9
5,"Sauce - Apple, Unsweetened",101.86
3,Fudge - Cream Fudge,438.71
3,Tea - Decaf 1 Cup,328.19
1,"Tart Shells - Sweet, 4",771.22
2,Danishes - Mini Raspberry,646.23
9,Cape Capensis - Fillet,843.53
3,Creme De Menthe Green,223.46
3,Orange - Tangerine,214.2
8,"Shrimp - 16/20, Iqf, Shell On",818.58
1,Shrimp - Prawn,224.83
1,Bread - Mini Hamburger Bun,941.52
10,Cookie - Oreo 100x2,891.25
7,Coriander - Seed,944.34
4,Milk - Condensed,748.82
1,Water - Evian 355 Ml,14.2
10,Gooseberry,573.11
6,Bagel - Sesame Seed Presliced,164.97
10,Sobe - Green Tea,381.5
10,Mace Ground,143.14
3,Tequila - Sauza Silver,682.7
10,Garbage Bags - Black,196.75
9,Dc Hikiage Hira Huba,133.4
5,"Wine - Red, Mouton Cadet",171.82
6,Coffee - Cafe Moreno,12.52
7,Coffee Cup 16oz Foam,807.18
9,Flower - Commercial Spider,54.12
8,Caviar - Salmon,285.49
7,Wine - Prem Select Charddonany,55.49
10,Soup - Campbells Asian Noodle,680.37
2,Oil - Peanut,818.6
3,Island Oasis - Banana Daiquiri,737.98
4,Celery Root,459.58
9,"Cheese - Boursin, Garlic / Herbs",527.8
5,Thyme - Dried,369.14
9,"Bread - Pita, Mini",948.68
2,Sobe - Cranberry Grapefruit,949.5
3,Island Oasis - Mango Daiquiri,656.65
5,Sugar - Fine,192.11
1,Wine - Periguita Fonseca,665.89
3,Gelatine Leaves - Bulk,582.84
1,Irish Cream - Butterscotch,558.74
6,Parsnip,977.19
1,Napkin White,531.11
8,Wine - Maipo Valle Cabernet,769.83
4,Tea - Orange Pekoe,648.46
2,Flax Seed,480.5
2,Wine - Vineland Estate Semi - Dry,64.74
3,Mikes Hard Lemonade,539.8
2,Appetizer - Sausage Rolls,128.29
6,"Turkey - Breast, Smoked",932.13
8,Teriyaki Sauce,825.41
1,Beef - Flank Steak,392.53
6,Goulash Seasoning,281.49
1,Green Tea Refresher,85.99
7,Rice - Basmati,401.87
4,Yogurt - French Vanilla,511.05
6,"Tomatoes - Plum, Canned",796.96
7,Dooleys Toffee,806.76
7,Flower - Carnations,424.5
8,Soup - French Can Pea,689.81
8,"Yogurt - Strawberry, 175 Gr",264.47
6,Clams - Canned,623.18
7,"Wine - White, Chardonnay",911.57
7,Bagelers,42.59
8,Pop Shoppe Cream Soda,717.95
10,"Beef - Tongue, Fresh",213.37
4,Kellogs Raisan Bran Bars,284.12
9,Fireball Whisky,86.06
7,Gelatine Leaves - Bulk,150.84
4,Beer - Upper Canada Light,395.97
10,Flour - Strong,98.89
1,Pepper - Red Bell,460.04
8,Halibut - Steaks,371.74
10,Jolt Cola - Electric Blue,25.64
9,Ecolab Silver Fusion,251.98
4,"Wine - Saint - Bris 2002, Sauv",852.09
10,Pate - Cognac,941.59
2,Cookie Dough - Chunky,948.48
8,Grapefruit - White,11.85
10,"Cheese - Cheddar, Medium",294.39
7,Tuna - Bluefin,4.23
4,Oregano - Fresh,156.31
9,Soup - Campbellschix Stew,834.27
7,Jam - Apricot,501.57
5,Magnotta - Bel Paese White,803.41
8,Duck - Breast,585.86
7,Artichoke - Fresh,706.71
1,Dome Lid Clear P92008h,657.81
3,Yeast Dry - Fleischman,394.09
7,Wine - Toasted Head,390.23
10,Peas Snow,650.04
5,Veal - Osso Bucco,734.16
4,Ice Cream Bar - Hageen Daz To,504.21
5,Wine - Malbec Trapiche Reserve,347.81
3,"Salmon - Smoked, Sliced",799.23
1,Scallops 60/80 Iqf,954.96
2,Madeira,379.78
3,"Rum - Cream, Amarula",600.55
7,Tart - Butter Plain Squares,161.55
1,Barley - Pearl,976.62
2,Myers Planters Punch,504.44
3,Squid - Tubes / Tenticles 10/20,269.05
8,Cheese - Mascarpone,447.55
6,"Pasta - Fettuccine, Egg, Fresh",538.49
1,Muffin - Blueberry Individual,3.28
9,Buttons,740.47
2,Spinach - Packaged,787.05
4,Sauce - Marinara,541.17
4,Glycerine,513.66
6,Tahini Paste,101.77
7,Plastic Arrow Stir Stick,471.53
1,Island Oasis - Lemonade,218.18
6,Beef Dry Aged Tenderloin Aaa,229.11
6,Lamb Rack - Ontario,458.55
7,Fennel,800.96
6,Pork - Ham Hocks - Smoked,700.67
3,Syrup - Monin - Granny Smith,568.75
2,"C - Plus, Orange",474.67
3,"Chicken - Diced, Cooked",66.37
6,Milk - 2%,442.9
1,"Shrimp - 16/20, Peeled Deviened",717.01
8,Coffee - Hazelnut Cream,877.95
4,Rice - Aborio,496.32
9,Flower - Daisies,555.47
8,"Onions - Dried, Chopped",763.89
3,Appetiser - Bought,959.33
8,Fib N9 - Prague Powder,513.21
5,Red Currants,377.74
10,Soup - Campbells Beef Noodle,390.62
4,Nantucket - Orange Mango Cktl,210.91
7,Appetizer - Mushroom Tart,518.92
1,"Stock - Veal, White",12.87
6,"Split Peas - Yellow, Dry",466.4
5,Liquid Aminios Acid - Braggs,372.74
3,Cookie Dough - Oatmeal Rasin,679.44
9,Water - Aquafina Vitamin,703.56
8,Mayonnaise - Individual Pkg,703.91
5,Steamers White,558.48
1,Yoplait Drink,95.2
5,French Pastries,55.04
7,Rabbit - Frozen,881.7
4,Flavouring - Orange,786.93
10,Island Oasis - Raspberry,537.36
5,"Shrimp - Baby, Warm Water",173.79
9,Cape Capensis - Fillet,137.54
7,Wine - Ej Gallo Sonoma,493.03
2,Tarragon - Fresh,231.99
7,Wine - Charddonnay Errazuriz,791.39
3,"Doilies - 7, Paper",275.44
9,Chick Peas - Canned,344.29
5,Butter - Salted,504.87
4,Appetizer - Mushroom Tart,929.75
4,Soup - Campbells Chili,785.85
5,Bread Fig And Almond,383.18
6,"Salmon - Atlantic, No Skin",893.36
8,Coriander - Ground,447.31
10,"Pasta - Cannelloni, Sheets, Fresh",797.56
9,Dr. Pepper - 355ml,281.49
6,"Wine - White, Antinore Orvieto",604.82
10,Capers - Pickled,498.63
3,Kale - Red,940.64
6,"Wine - Bourgogne 2002, La",780.19
9,Flour - All Purpose,724.71
5,"Syrup - Golden, Lyles",177.03
9,Tart - Pecan Butter Squares,808.25
7,Pastry - Banana Tea Loaf,424.38
9,"Onions - Dried, Chopped",881.97
7,Cookie Chocolate Chip With,528.91
9,Beets - Pickled,50.41
10,Vaccum Bag 10x13,364.03
4,"Pesto - Primerba, Paste",743.99
5,Compound - Pear,929.31
5,Wine - Gewurztraminer Pierre,429.45
3,Table Cloth 91x91 Colour,133.7
2,Sprouts - Brussel,926.73
5,Flower - Dish Garden,653.39
5,Cotton Wet Mop 16 Oz,411.03
2,Curry Powder Madras,749.3
5,Amarula Cream,176.94
5,Peach - Halves,558.66
1,Cake - Cake Sheet Macaroon,320.02
8,Nori Sea Weed - Gold Label,442.62
5,Beer - Camerons Cream Ale,669.71
10,"Chilli Paste, Ginger Garlic",857.07
4,Carbonated Water - Blackcherry,653.44
6,Bagel - Sesame Seed Presliced,13.98
2,"Schnappes - Peach, Walkers",827.1
9,Pepper - Green Thai,64.6
7,Cookie - Oatmeal,310.88
4,Soup Campbells - Italian Wedding,814.32
6,Milk - Homo,421.06
3,Sugar - Crumb,106.67
7,Flour - Semolina,737.66
9,"Noodles - Cellophane, Thin",503.98
3,Coffee - Dark Roast,322.52
5,"Pepper - Julienne, Frozen",695.23
3,Sugar - Icing,479.93
3,Kiwi,119.97
1,Muffin - Mix - Strawberry Rhubarb,410.89
4,Pepper - Gypsy Pepper,865.81
1,Soap - Hand Soap,675.84
10,Red Cod Fillets - 225g,267.96
2,Tomato - Green,306.53
8,Thyme - Fresh,318.62
4,Table Cloth 81x81 White,469.78
8,Water - Green Tea Refresher,710.73
3,Truffle Cups - Brown,93.72
6,Dish Towel,322.35
5,Tilapia - Fillets,213.23
2,Pectin,806.25
5,Tart - Raisin And Pecan,13.6
8,Toamtoes 6x7 Select,95.09
1,Cheese - Pied De Vents,963.44
2,Higashimaru Usukuchi Soy,252.33
8,Alize Sunset,67.2
5,Appetizer - Smoked Salmon / Dill,587.91
4,"Artichoke - Hearts, Canned",766.5
10,Chips Potato Swt Chilli Sour,927.6
7,"Stock - Beef, Brown",306.3
3,Truffle Paste,910.35
4,Bread - Italian Roll With Herbs,203.29
6,Wine - Cave Springs Dry Riesling,256.42
